query,runtime_s,requests,answers,switch_percentage_PHJ,switch_percentage_PBJ,timeout_reached,planner,bind_join_only,hash_join_only,poly_hash_join,poly_bind_join,dataset,benchmark
F44,0.8740091323852539,225,44,0.0,0.0,False,crop,False,,False,True,watdiv,WatDiv
F44,0.930974006652832,166,44,0.0,0.25,False,ldp nlj,True,,False,True,watdiv,WatDiv
F44,2.2835612297058105,429,44,0.0,0.0,False,ldp,False,,False,True,watdiv,WatDiv
F44,0.7928311824798584,226,44,0.0,0.0,False,nlde,False,,False,True,watdiv,WatDiv
F44,0.939288854598999,225,44,0.0,0.0,False,crop,False,,False,False,watdiv,WatDiv
F44,6.289556980133057,663,44,0.0,0.0,False,ldp nlj,True,,False,False,watdiv,WatDiv
F44,2.2736690044403076,429,44,0.0,0.0,False,ldp,False,,False,False,watdiv,WatDiv
F44,0.8104259967803955,226,44,0.0,0.0,False,nlde,False,,False,False,watdiv,WatDiv
F45,1.0015969276428223,234,4,0.0,0.0,False,crop,False,,True,True,watdiv,WatDiv
F45,0.9288690090179443,296,4,0.3333333333333333,0.0,False,ldp,False,,True,True,watdiv,WatDiv
F45,0.8545260429382324,254,4,0.0,0.0,False,nlde,False,,True,True,watdiv,WatDiv
F45,0.9241230487823486,234,4,0.0,0.0,False,crop,False,,True,False,watdiv,WatDiv
F45,0.9660739898681641,297,4,0.3333333333333333,0.0,False,ldp,False,,True,False,watdiv,WatDiv
F45,0.8164300918579102,254,4,0.0,0.0,False,nlde,False,,True,False,watdiv,WatDiv
F45,0.8977138996124268,234,4,0.0,0.0,False,crop,False,,False,True,watdiv,WatDiv
F45,0.8861830234527588,157,4,0.0,0.25,False,ldp nlj,True,,False,True,watdiv,WatDiv
F45,2.3897809982299805,423,4,0.0,0.0,False,ldp,False,,False,True,watdiv,WatDiv
F45,0.799238920211792,254,4,0.0,0.0,False,nlde,False,,False,True,watdiv,WatDiv
F45,0.9015309810638428,234,4,0.0,0.0,False,crop,False,,False,False,watdiv,WatDiv
